date,window_years,T2M,PRECTOTCORR_SUM,QV2M
2005-01-01,5,24.690000000000005,81.95,14.99
2005-02-01,5,24.678,74.916,14.690000000000001
2005-03-01,5,25.05,81.81199999999998,14.595999999999998
2005-04-01,5,25.802000000000003,117.57000000000001,15.691999999999998
2005-05-01,5,26.528,142.89600000000002,16.764
2005-06-01,5,27.103999999999996,89.192,17.54
2005-07-01,5,27.584000000000003,96.238,17.740000000000002
2005-08-01,5,27.932,128.56799999999998,18.336
2005-09-01,5,27.754,199.34,18.594
2005-10-01,5,27.294,149.85999999999999,18.366
2005-11-01,5,26.234,138.912,17.005999999999997
2005-12-01,5,25.419999999999998,103.84200000000001,16.35
2006-01-01,5,24.766000000000002,84.712,15.158000000000001
2006-02-01,5,24.572,76.024,14.544
2006-03-01,5,25.412,82.848,15.086000000000002
2006-04-01,5,26.112000000000002,133.022,16.17
2006-05-01,5,26.682000000000006,172.218,17.226
2006-06-01,5,27.236,107.602,18.044
2006-07-01,5,27.641999999999996,113.30800000000002,18.208000000000002
2006-08-01,5,27.992,135.846,18.604
2006-09-01,5,27.919999999999998,188.336,18.782
2006-10-01,5,27.345999999999997,192.752,18.657999999999998
2006-11-01,5,26.303999999999995,141.904,17.226
2006-12-01,5,25.344,105.47200000000001,16.338
2007-01-01,5,24.706000000000003,93.952,15.264
2007-02-01,5,24.613999999999997,75.29599999999999,14.656
2007-03-01,5,25.352,88.094,15.062000000000001
2007-04-01,5,26.145999999999997,135.94,16.336000000000002
2007-05-01,5,26.7,157.4,17.212
2007-06-01,5,27.326,117.05799999999999,18.25
2007-07-01,5,27.57,132.054,18.376
2007-08-01,5,27.904000000000003,137.054,18.644000000000002
2007-09-01,5,27.956,191.406,18.886000000000003
2007-10-01,5,27.444,204.648,18.75
2007-11-01,5,26.458,135.58599999999998,17.407999999999998
2007-12-01,5,25.434000000000005,94.384,16.229999999999997
2008-01-01,5,24.766,79.55799999999999,15.09
2008-02-01,5,24.862,66.43,14.813999999999998
2008-03-01,5,25.552,87.818,15.142000000000001
2008-04-01,5,26.35,110.44000000000001,16.334
2008-05-01,5,26.992,160.71200000000002,17.363999999999997
2008-06-01,5,27.514000000000003,104.15,18.228
2008-07-01,5,27.696000000000005,127.39799999999998,18.387999999999998
2008-08-01,5,27.924,135.136,18.694
2008-09-01,5,28.014,158.61200000000002,18.796
